Город,Район ,Айыл кенеш,село/город,Код ОЗ,Краткое название ОЗ  ,Полное название ОЗ,Вид ,Тип организации 
Ошская область,Кара-Суйский район,Кызыл-Сууский аилкенеш,с.Кызыл-Суу,6678,"ГСВ ""КЫЗЫЛ-СУУ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫЗЫЛ-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Кызыл-Сууский аилкенеш,с.Миялы,6159,"ФАП ""МИЯЛЫ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МИЯЛЫ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Кызыл-Сууский аилкенеш,с.Кызыл-Суу,6280,"ОТД.КАРАСУУ ТБ ""КЫЗЫЛ-СУУ""","ОТДЕЛЕНИЕ КАРАСУУЙСКОЙ ТБ ""КЫЗЫЛ-СУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Кызыл-Сууский аилкенеш,с.Кызыл-Суу,6083,"ФАП ""51 км""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""51 км""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Кызыл-Сууский аилкенеш,с.Ак-Джар,6084,"ФАП ""АК-ДЖАР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ДЖАР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Лаглан,6089,"ФАП ""ЛАНГАР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЛАНГАР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Октябрь,6335,"ФАП ""ЖООШ""",ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ЖООШ,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Каарман,6127,"ФАП ""КААРМАН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КААРМАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Лаглан,6128,"ФАП ""ЛАГЛАН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЛАГЛАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Тээке,6129,"ФАП ""ТЭЭКЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЭЭКЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Учкун,6130,"ФАП ""УЧКУН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УЧКУН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Мады,6713,"ГСВ ""МАДЫ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""МАДЫ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Мадынский аилкенеш,с.Мады,6718,"ГСВ ""КУРМАНЖАН-ДАТКА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КУРМАНЖАН-ДАТКА""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Нариман,6587,"ГСВ ""НАРИМАН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""НАРИМАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Алим-Тепе,6139,"ФАП ""АЛИМ-ТЕПЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АЛИМ-ТЕПЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.ВЛКСМ,6140,"ФАП ""ВЛКСМ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ВЛКСМ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Джийдалик,6141,"ГСВ  ""ЖИЙДАЛИК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ  ""ЖИЙДАЛИК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Кызыл-Мехнат,6142,"ФАП ""КЫЗЫЛ-МЕКНАТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-МЕКНАТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Нурдар,6143,"ФАП ""НУРДАР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""НУРДАР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Нариман,6305,ФАП ТАДЖИК АБАД,ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ТАДЖИК АБАД,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Каратай,6087,"ФАП ""КАРАТАЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРАТАЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Ачи,6082,"ФАП ""АЧИ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АЧИ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Наримановский аилкенеш,с.Нариман,6056,ТНБ НАРИМАНСКАЯ,НАРИМАНСКАЯ ТЕРРИТОРИАЛЬНАЯ НОМЕРНАЯ БОЛЬНИЦА,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Отуз-Адыр,6081,"ОТД.КАРАСУУ ТБ ""ОТУЗ-АДЫР""","ОТДЕЛЕНИЕ КАРАСУУЙСКОЙ ТБ ""ОТУЗ-АДЫР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Кара-Дебе,6334,"ФАП ""КАРА-ДОБО""",ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ КАРА-ДОБО,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Кызыл-Абад,6145,"ФАП ""КЫЗЫЛ-АБАД""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-АБАД""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Фурхат,6148,"ФАП ""ФАРХАД""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ФАРХАД""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Ынтымак,6156,"ФАП ""ЫНТЫМАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЫНТЫМАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Кыш-Абад,6664,"ГСВ ""КЫШ-АБАД""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КЫШ-АБАД""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Отуз-Адыр,6667,"ГСВ ""САРЫ-КОЛОТ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""САРЫ-КОЛОТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Отуз-Адырский аилкенеш,с.Отуз-Адыр,6725,"ГСВ ""ОТУЗ-АДЫР""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ОТУЗ-АДЫР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Сары-Колотский аилкенеш,с.Шерали,6149,"ФАП ""ШЕРАЛИ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ШЕРАЛИ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Сары-Колотский аилкенеш,с.Сары-Колот,6379,"ФАП ""КАРАНГЫ-КОЛОТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРАНГЫ-КОЛОТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Папанский аилкенеш,с.Папан,6359,ЦОВП ПАПАН,ЦЕНТР ОБЩЕЙ ВРАЧЕБНОЙ ПРАКТИКИ ПАПАН,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Папанский аилкенеш,с.Алчалы,6309,ФАП АЛЧАЛУУ,ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ АЛЧАЛУУ,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Папанский аилкенеш,с.Карагур,6303,ФАП КАРАГУР,ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ КАРАГУР,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Папанский аилкенеш,с.Берю,6152,"ФАП ""ГРП""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ГРП""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Папанский аилкенеш,с.Коджо-Келен,6153,"ФАП ""КОДЖО-КЕЛЕН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОДЖО-КЕЛЕН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Папанский аилкенеш,с.Кызыл-Туу,6154,"ФАП ""КЫЗЫЛ-ТУУ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-ТУУ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Папанский аилкенеш,с.Папан,6779,"ГСВ ""ПАПАН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ПАПАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Савайский аилкенеш,с.Савай,6621,"ГСВ ""ТАШИРОВА""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ТАШИРОВА""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Савайский аилкенеш,с.Савай,6569,"ГСВ ""САВАЙ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""САВАЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Савайский аилкенеш,с.Кыдырша,6155,"ФАП ""КЫДЫРША""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫДЫРША""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Савайский аилкенеш,с.Кен-Сай,6164,"ФАП ""КЕН-САЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЕН-САЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Савайский аилкенеш,с.Курбан-Кара,6165,"ФАП ""КУРБАН-КАРА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КУРБАН-КАРА""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Савайский аилкенеш,с.Октябрь,6166,"ФАП ""ОКТЯБРЬ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОКТЯБРЬ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Сарайский аилкенеш,с.Эркин,6161,"ФАП ""ЭРКИН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЭРКИН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Сарайский аилкенеш,с.Конурат,6158,"ФАП ""КОНУРАТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КОНУРАТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Сарайский аилкенеш,с.им.Кирова,6782,"ГСВ ""САРАЙ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""САРАЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Телейкенский аилкенеш,с.Телейкен (часть),6665,"ГСВ ""УЧАР""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""УЧАР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Телейкенский аилкенеш,с.Озгур (часть),6169,"ФАП ""ОЗГУР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ОЗГУР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Телейкенский аилкенеш,с.Телейкен (часть),6170,"ФАП ""ТЕЛЕКЕН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕЛЕКЕН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Телейкенский аилкенеш,с.Учар,6356,"ФАП ""ЖАПАЛАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАПАЛАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Шарк,6571,"ГСВ ""ПАМИРСКАЯ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ПАМИРСКАЯ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Топ-Терек,6306,ФАП ТОП ТЕРЕК,ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ТОП ТЕРЕК,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Шарк,6307,ФАП БАБАЛАШКАР,ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ БАБАЛАШКАР,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Шарк,6279,"ОТД.КАРАСУУ ТБ ""ШАРК""","ОТДЕЛЕНИЕ КАРАСУУЙСКОЙ  ТБ ""ШАРК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Таштак,6354,"ФАП ""АК-БУУРА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-БУУРА""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Маданият,6171,"ФАП ""МАДАНИЯТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МАДАНИЯТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Шарк,6172,"ФАП ""ШАРК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ШАРК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Таштак,6151,"ФАП ""ТАШТАК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТАШТАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Кара-Суйский район,Шаркский аилкенеш,с.Шарк,6716,"ГСВ ""ШАРК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""ШАРК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6820,"ЦСМ НООКАТСКОГО РАЙОНА ""МЕДИГОС""","ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ НООКАТСКОГО РАЙОНА ""МЕДИГОС""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6823,"ЦСМ НООКАТСКОГО РАЙОНА ""БАРЫН""","ЦЕНТР СЕМЕЙНОЙ МЕДИЦИНЫ ""БАРЫН"" НООКАТСКОГО РАЙОНА(С5 КОЙКАМИ)",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6174,"ФАП ""БЕШ-КОРГОН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БЕШ-КОРГОН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6176,"ФАП ""МЕДРЕСЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МЕДРЕСЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6181,"ФАП ""ЗАРБДОР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЗАРБДОР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6182,"ФАП ""АК-ОТОК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АК-ОТОК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6178,"ФАП ""САЛИЕВА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""САЛИЕВА""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6191,"ФАП ""УЛУУ-ТОО""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""УЛУУ-ТОО""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6188,"ФАП ""им.МАМАЗИЯЕВ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""МАМАЗИЯЕВ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6208,"ФАП ""КИЧИ-АЛАЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КИЧИ-АЛАЙ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6209,"ФАП ""ТЕСКЕЙ-КОЖОКЕ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕСКЕЙ-КОЖОКЕ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6198,"ФАП ""ЖАТАН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЖАТАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6203,"ФАП ""КАМАЛ-АТА""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАМАЛ-АТА""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6438,"ГСВ №11 ""ОРНОК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №11 ""ОРНОК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6442,"ГСВ №14 ""ЦЕНТР""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №14 ""ЦЕНТР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6443,"ГСВ №15 ""КОММУНИСТ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №15 ""КОММУНИСТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6445,"ГСВ №16 ""ЖАЛ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №16 ""ЖАЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6427,ГСВ №3,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №3,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6428,ГСВ №4,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №4,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6429,"ГСВ №5 ""УЧ-КЕМПИР""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №5 ""УЧ-КЕМПИР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6430,ГСВ №6,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №6,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6077,"ОТД.НООКАТ ТБ  ""САЛИЕВА""","ОТДЕЛЕНИЕ НООКАТСКОЙ ТБ  ""САЛИЕВА""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6096,ТБ НООКАТСКАЯ,НООКАТСКАЯ ТЕРРИТОРИАЛЬНАЯ БОЛЬНИЦА,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,NULL,г.Ноокат,6058,"ОТД.НООКАТ ТБ ""ЖАЛ""","ОТДЕЛЕНИЕ НООКАТСКОЙ ТБ ""ЖАЛ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Найманский поселковый кенеш,пгт.Найман,6447,"ГСВ №18 ""НАЙМАН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №18 ""НАЙМАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Бельский аилкенеш,с.Бель,6449,"ГСВ ""БЕЛЬ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""БЕЛЬ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Бельский аилкенеш,с.Бель,6300,ГСВ №22,ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №22,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Бельский аилкенеш,с.Борбаш,6185,"ФАП ""БОРБАШ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БОРБАШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Гюльстанский аилкенеш,с.Гюльстан,6173,"ФАП ""ГУЛИСТАН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ГУЛИСТАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Гюльстанский аилкенеш,с.Гюльстан,6425,"ГСВ №1 ""ГУЛИСТАН""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №1 ""ГУЛИСТАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Гюльстанский аилкенеш,с.Гюльстан,6426,"ГСВ №2 ""КАРА-ТУРПАК""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №2 ""КАРА-ТУРПАК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Кара-Ташский аилкенеш,с.Кара-Таш,6450,"ГСВ ""КАРА-ТАШ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ ""КАРА-ТАШ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Кара-Ташский аилкенеш,с.Кара-Таш,6342,"ФАП ""КАРА-КЕСЕК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КАРА-КЕСЕК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Кара-Ташский аилкенеш,с.Нойгут,6322,ТУБДИСПАНСЕР НООКАТ РН,ПРОТИВОТУБЕРКУЛЕЗНЫЙ ДИСПАНСЕР НООКАТСКОГО РАЙОНА,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Кара-Ташский аилкенеш,с.Нойгут,6196,"ФАП ""ЧЕЧМЕ САЙ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ЧЕЧМЕ САЙТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Кулатовский аилкенеш,с.Баглан,6187,"ФАП ""БАГЛАН""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""БАГЛАН""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Джаны-Ноокатский аилкенеш,с.Кызыл-Тейит,6179,"ФАП ""КЫЗЫЛ-ТЕЙИТ""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""КЫЗЫЛ-ТЕЙИТ""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Джаны-Ноокатский аилкенеш,с.Темир-Корук,6180,"ФАП ""ТЕМИР-КОРУК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТЕМИР-КОРУК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Джаны-Ноокатский аилкенеш,с.Джаны-Ноокат,6331,"ФАП ""АБШЫР""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""АБШЫР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Джаны-Ноокатский аилкенеш,с.Джаны-Ноокат,6338,"ФАП ""ТОМОК""","ФЕЛЬДШЕРСКО-АКУШЕРСКИЙ ПУНКТ ""ТОМОК""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Джаны-Ноокатский аилкенеш,с.Джаны-Ноокат,6287,НООКАТСКИЙ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА,НООКАТСКИЙ СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА,Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Джаны-Ноокатский аилкенеш,с.Джаны-Ноокат,6439,"ГСВ №12 ""ЦЕНТР""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №12 ""ЦЕНТР""",Лечебно-профилактические организации,Государственные организации Минздрава
Ошская область,Ноокатский район,Джаны-Ноокатский аилкенеш,с.Джаны-Ноокат,6622,"ГСВ №13 ""ЖАНЫ-НООКАТ""","ГРУППА СЕМЕЙНЫХ ВРАЧЕЙ №13 ""ЖАНЫ-НООКАТ""",Лечебно-профилактические организации,Государственные организации Минздрава
